empresa,bem,quantidade,parlamentar,valor_unit,estado,municipio,beneficiario,entrega_realizada_pelo_fornecedor,pagamento,doacao,status_doacao,entrega_fisica,data_entrega,area,intervencao,quant_doada,item,latitude,longitude,evento_realizado
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Campinas do Piaui,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DAS COMUNIDADES BOQUEIRAO E RETIRO,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-10,Apicultura ,Maquinas e equipamentos,100,1,-7.659299,-41.877487,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Bela Vista do Piaui,ASSOCIACAO DOS PEQUENOS PRODUTORES DA COMUNIDADE DA MALHADA,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-02,Apicultura ,Maquinas e equipamentos,100,1,-7.988091,-41.867521999999994,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Caracol,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO ASSENTAMENTO ESPIRITO SANTO,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,70,1,-9.279332999999998,-43.328998,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Dom Inocencio,PREFEITURA MUNICIPAL DE DOM INOCENCIO,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,50,1,-9.005157999999998,-41.96973299999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Isaias Coelho,ASSOCIACAO DE PEQUENOS PRODUTORES DE CANA BRAVA,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-02,Apicultura ,Maquinas e equipamentos,100,1,-7.735967999999998,-41.673495,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Jaicos,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DO FLAMENGO II,Sim,Pago,Sim,Termo de Cessao,Sim,2025-10-22,Apicultura ,Maquinas e equipamentos,50,1,-7.362285999999998,-41.137126,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Jaicos,ASSOCIACAO DOS PRODUTORES RURAIS DO ANGICAL DOS MAGROS,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-11,Apicultura ,Maquinas e equipamentos,50,1,-7.362285999999998,-41.137126,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Jaicos,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA BARRAGEM DA SANTANA,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-11,Apicultura ,Maquinas e equipamentos,100,1,-7.362285999999998,-41.137126,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Massape do Piaui,PREFEITURA MUNICIPAL DE MASSAPE DO PIAUI,Sim,Pago,Sim,Termo de Doacao,Sim,2025-12-10,Apicultura ,Maquinas e equipamentos,100,1,-7.4746869999999985,-41.110322999999994,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Picos,ASSOCIACAO COMUNITARIA DOS PEQUENOS PRODUTORES RURAIS DO POVOADO DE SAO JOSE (SAQUINHO),Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,100,1,-7.077213,-41.46700299999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Sao Francisco de Assis do Piaui,ASSOCIACAO DOS PEQUENOS PRODUTORES DA COMUNIDADE BAIXA VERDE,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,100,1,-8.239207,-41.681028,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Sao Lourenco do Piaui,ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS PEQUENOS PRODUTORES RURAIS DA LOCALIDADE VEREDA DO CALDEIRAO,Sim,Pago,Sim,Termo de Doacao,Sim,2025-12-05,Apicultura ,Maquinas e equipamentos,100,1,-9.164632999999998,-42.54955199999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Sao Luis do Piaui,PREFEITURA MUNICIPAL DE SAO LUIS DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,100,1,-6.819362999999999,-41.317454,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Acaua,ASSOCIACAO DOS PEQUENOS AGRICULTORES DE BARRA DO BOSQUE,Sim,Pago,Sim,Termo de Cessao,Sim,2025-11-18,Apicultura ,Maquinas e equipamentos,25,1,-8.219542,-41.08305899999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Caridade do Piaui,ASSOCIACAO DO DESENVOLVIMENTO COMUNITARIO DOS PEQUENOS PRODUTORES E MORADORES DA LOCALIDADE BAIXIO DOS PROCOPIOS,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-01,Apicultura ,Maquinas e equipamentos,10,1,-7.734349,-40.984763,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Castelo do Piaui,ASSOCIACAO DOS PRODUTORES RURAIS E OVINOCAPRINOCULTORES DO ASSENTAMENTO CARAIBAS - APROAC,Sim,Pago,Sim,Termo de Cessao,Sim,2025-11-19,Apicultura ,Maquinas e equipamentos,25,1,-5.318693,-41.549865,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Flores do Piaui,ASSOCIACAO DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE ANGICOS,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,40,1,-7.787931,-42.918009,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Paulistana,INSTITUTO AGROFLORA PARA O DESENVOLVIMENTO SOCIAL E REGIONAL SUSTENTAVEL,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,40,1,-8.134356999999996,-41.14307199999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Piracuruca,ASSOCIACAO DOS JOVENS PRODUTORES RURAIS DO ASSENTAMENTO BELA VISTA,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-3.93335,-41.70877899999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Sigefredo Pacheco,ASSOCIACAO COMUNITARIA DE PRODUCAO E SERVICOS DOS AGRICULTORES FAMILIARES - ASAF,Sim,Pago,Sim,Termo de Cessao,Sim,2025-11-14,Apicultura ,Maquinas e equipamentos,10,1,-4.916646999999999,-41.731123,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,MERLONG SOLANO,390,PI,Simplicio Mendes,ASSOCIACAO DE PEQUENOS PRODUTORES DA COMUNIDADE SOBRADINHO,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,20,1,-7.852943999999998,-41.907533,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CIRO NOGUEIRA / ATILA LIRA,390,PI,Jose de Freitas,ASSOCIACAO DOS PRODUTORES RURAIS DA COMUNIDADE JOAO PEREIRA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-31,Apicultura ,Maquinas e equipamentos,52,1,-4.751458,-42.574586,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CIRO NOGUEIRA / ATILA LIRA,390,PI,Sao Joao da Canabrava,PREFEITURA MUNICIPAL DE SAO JOAO DA CANABRAVA,Sim,Pago,Sim,Termo de Cessao,Sim,2025-11-24,Apicultura ,Maquinas e equipamentos,75,1,-6.812028999999999,-41.341483,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CIRO NOGUEIRA / ATILA LIRA,390,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-05,Apicultura ,Maquinas e equipamentos,75,1,-9.012411999999998,-42.69865899999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CIRO NOGUEIRA / ATILA LIRA,390,PI,Valenca do Piaui,INSTITUTO FEDERAL DO PIAUI - CAMPUS VALENCA,Sim,Pago,Sim,Termo de Cessao,Sim,2025-11-11,Apicultura ,Maquinas e equipamentos,55,1,-6.403013,-41.737498,Sim
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,CIRO NOGUEIRA / ATILA LIRA,174.09,PI,Jose de Freitas,ASSOCIACAO DOS PRODUTORES RURAIS DA COMUNIDADE JOAO PEREIRA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-29,Apicultura ,Maquinas e equipamentos,4,11,-4.751458,-42.574586,Nao
C M C DO  BRASIL LTDA,Fumigador Apicola,250,CIRO NOGUEIRA / ATILA LIRA,169,PI,Jose de Freitas,ASSOCIACAO DOS PRODUTORES RURAIS DA COMUNIDADE JOAO PEREIRA,Sim,Pago,Sim,Termo de Doacao,Sim,2025-10-29,Apicultura ,Maquinas e equipamentos,3,10,-4.751458,-42.574586,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Campinas do Piaui,PREFEITURA MUNICIPAL DE CAMPINAS DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-7.659299,-41.877487,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Campo Alegre do Fidalgo,ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE APICULTORES DOS TRABALHADORES RURAIS DA LOCALIDADE VARZEA GRANDE,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-8.382357,-41.83439899999999,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,20,CIRO NOGUEIRA / ATILA LIRA,9000,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Apicultura ,Maquinas e equipamentos,1,3,-5.090657,-42.800133,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Canto do Buriti,ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DOS TRABALHADORES (AS) RURAIS DA CELULA O,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-8.111100999999998,-42.95172099999999,Nao
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Mesa Desoperculadora de Favos 60 Quadros Manual,20,CIRO NOGUEIRA / ATILA LIRA,3723.75,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Apicultura ,Maquinas e equipamentos,1,5,-5.090657,-42.800133,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Caridade do Piaui,ASSOCIACAO DE PEQUENOS PRODUTORES RURAIS DA LOCALIDADE JIQUI - CARIDADE DO PI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,40,1,-7.734349,-40.984763,Nao
GERACAO COMERCIO E SERVICOS LTDA,Tanque Decantador 400 lts / 560 Kg,40,CIRO NOGUEIRA / ATILA LIRA,3675,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Apicultura ,Maquinas e equipamentos,1,7,-5.090657,-42.800133,Sim
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Bandeja para receber Melgueira,40,CIRO NOGUEIRA / ATILA LIRA,259.38,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Apicultura ,Maquinas e equipamentos,1,9,-5.090657,-42.800133,Sim
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,CIRO NOGUEIRA / ATILA LIRA,174.09,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Apicultura ,Maquinas e equipamentos,10,11,-5.090657,-42.800133,Sim
C M C DO  BRASIL LTDA,Fumigador Apicola,250,CIRO NOGUEIRA / ATILA LIRA,169,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Apicultura ,Maquinas e equipamentos,4,10,-5.090657,-42.800133,Sim
THRUONE LTDA,Tanque-rede (2x2),200,ATILA LIRA,2599,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Aquicultura e pesca,Maquinas e equipamentos,11,24,-5.090657,-42.800133,Sim
MGS BRASIL DISTRIBUIDORA LTDA,Bolsao de 5 mm de malha ,20,ATILA LIRA,447.75,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Aquicultura e pesca,Maquinas e equipamentos,2,9,-5.090657,-42.800133,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Dirceu Arcoverde,PREFEITURA MUNICIPAL DE DIRCEU ARCOVERDE,Sim,Pago,Sim,Termo de Doacao,Sim,2025-12-05,Apicultura ,Maquinas e equipamentos,30,1,-9.339385999999998,-42.434792,Nao
WEEMAC MAQUINAS E EQUIPAMENTOS LTDA,Aerador chafariz 1 CV,25,ATILA LIRA,1980.04,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Aquicultura e pesca,Maquinas e equipamentos,1,1,-5.090657,-42.800133,Sim
MGS BRASIL DISTRIBUIDORA LTDA,Bobina de lona Dupla Face (12x50m) 200 micras,50,ATILA LIRA,1442.75,PI,Teresina,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO PIAUI IFPI",Sim,Pago,Sim,Aguardando Doacao,Sim,2025-11-19,Aquicultura e pesca,Maquinas e equipamentos,2,6,-5.090657,-42.800133,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Domingos Mourao,PREFEITURA MUNICIPAL DE DOMINGOS MOURAO,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,7,1,-4.249497999999999,-41.268267,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Francisco Santos,ASSOCIACAO DOS APICULTORES E AGRICULTORES FAMILIARES DO MUNICIPIO DE FRANCISCO SANTOS PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-6.994914,-41.128789,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Fronteiras,ASSOCIACAO FRONTEIRENSE DE APICULTORES,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-7.081726999999999,-40.61460099999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Joao Costa,ASSOCIACAO DE PEQUENOS PRODUTORES RURAIS DA LOCALIDADE CHAPADA DO ANGELIN,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-8.507359999999998,-42.426379,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Rio Grande do Piaui,ASSOCIACAO DE ASSISTENCIA COMUNITARIA DOS PEQUENOS PRODUTORES RURAIS DA COMUNIDADE VARZEA DAS PORTEIRAS,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-7.780291,-43.13688599999999,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,DR. FRANCISCO,390,PI,Sao Miguel do Tapuio,ASSOCIACAO DA COMUNIDADE QUILOMBOLA RURAIS DOS MACACOS,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,80,1,-5.497290999999999,-41.316451,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,FLORENTINO NETO,390,PI,Bom Principio do Piaui,PREFEITURA MUNICIPAL DE BOM PRINCIPIO DO PIAUI,Sim,Pago,Sim,Termo de Cessao,Nao,2025-12-10,Apicultura ,Maquinas e equipamentos,49,1,-3.196314,-41.640333,Nao
WEEMAC MAQUINAS E EQUIPAMENTOS LTDA,Aerador chafariz 1 CV,25,CIRO NOGUEIRA / JULIO ARCOVERDE,1980.04,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Nao,item nao doado,Aquicultura e pesca,Maquinas e equipamentos,1,1,-9.012411999999998,-42.69865899999999,Sim
MGS BRASIL DISTRIBUIDORA LTDA,Bolsao de 5 mm de malha ,20,CIRO NOGUEIRA / JULIO ARCOVERDE,447.75,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-05,Aquicultura e pesca,Maquinas e equipamentos,2,9,-9.012411999999998,-42.69865899999999,Sim
MGS BRASIL DISTRIBUIDORA LTDA,Bobina de lona Dupla Face (12x50m) 200 micras,50,CIRO NOGUEIRA / JULIO ARCOVERDE,1442.75,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-05,Aquicultura e pesca,Maquinas e equipamentos,2,6,-9.012411999999998,-42.69865899999999,Sim
C M C DO  BRASIL LTDA,Fumigador Apicola,250,CIRO NOGUEIRA / JULIO ARCOVERDE,169,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-05,Apicultura ,Maquinas e equipamentos,7,10,-9.012411999999998,-42.69865899999999,Sim
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,CIRO NOGUEIRA / JULIO ARCOVERDE,174.09,PI,Sao Raimundo Nonato,ASSOCIACAO DE APICULTORES DO POVOADO SAO VITOR,Sim,Pago,Sim,Termo de Cessao,Sim,2025-12-05,Apicultura ,Maquinas e equipamentos,15,11,-9.012411999999998,-42.69865899999999,Sim
COMBRAS COMERCIAL DE MATERIAL PERMANENTE E DE CONSUMO LTDA,Tanque-rede (2x2),53,JULIO ARCOVERDE,1990,PI,Piripiri,"COLONIA DE PESCADORES Z-23 DO POVOADO CALDEIRAO, MUNICIPIO DE PIRIPIRI - PI",Sim,Pago,Sim,Termo de Cessao,Nao,item nao doado,Aquicultura e pesca,Maquinas e equipamentos,20,24,-4.271573999999999,-41.771569,Sim
COMBRAS COMERCIAL DE MATERIAL PERMANENTE E DE CONSUMO LTDA,Tanque-rede (2x2),53,JULIO ARCOVERDE,1990,PI,Parnagua,COLONIA DE PESCADORES Z 10 DO MUNICIPIO DE PARNAGUA,Sim,Pago,Sim,Termo de Cessao,Nao,item nao doado,Aquicultura e pesca,Maquinas e equipamentos,15,24,-10.216642,-44.63001799999999,Sim
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,20,CIRO NOGUEIRA / JULIO ARCOVERDE,9000,PI,Floriano,ASSOCIACAO  DE PEQUENOS PRODUTORES RURAIS DA COMUNIDADE BOM SUCESSO,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,3,-6.771820999999999,-43.024136,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,20,JULIO ARCOVERDE,9000,PI,Campo Alegre do Fidalgo,"ASSOCIACAO DOS AGRICULTORES, APICULTORES E PECUARISTAS DA LOCALIDADE SITIO DOS ABDIAS",Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-04,Apicultura ,Maquinas e equipamentos,2,3,-8.382357,-41.83439899999999,Sim
GERACAO COMERCIO E SERVICOS LTDA,Tanque Decantador 400 lts / 560 Kg,40,JULIO ARCOVERDE,3675,PI,Campo Alegre do Fidalgo,"ASSOCIACAO DOS AGRICULTORES, APICULTORES E PECUARISTAS DA LOCALIDADE SITIO DOS ABDIAS",Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-04,Apicultura ,Maquinas e equipamentos,1,7,-8.382357,-41.83439899999999,Sim
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Mesa Desoperculadora de Favos 60 Quadros Manual,20,JULIO ARCOVERDE,3723.75,PI,Campo Alegre do Fidalgo,"ASSOCIACAO DOS AGRICULTORES, APICULTORES E PECUARISTAS DA LOCALIDADE SITIO DOS ABDIAS",Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-04,Apicultura ,Maquinas e equipamentos,1,5,-8.382357,-41.83439899999999,Sim
BID  SOLUCOES EM COMERCIO E SERVICOS LTDA,Bandeja para receber Melgueira,40,JULIO ARCOVERDE,259.38,PI,Campo Alegre do Fidalgo,"ASSOCIACAO DOS AGRICULTORES, APICULTORES E PECUARISTAS DA LOCALIDADE SITIO DOS ABDIAS",Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-04,Apicultura ,Maquinas e equipamentos,1,9,-8.382357,-41.83439899999999,Sim
W & L  EMPREENDIMENTOS COMERCIO E LICITACOES LTDA,Macacao em tecido brim Conjugado para Apicultor,500,JULIO ARCOVERDE,174.09,PI,Campo Alegre do Fidalgo,"ASSOCIACAO DOS AGRICULTORES, APICULTORES E PECUARISTAS DA LOCALIDADE SITIO DOS ABDIAS",Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-04,Apicultura ,Maquinas e equipamentos,10,11,-8.382357,-41.83439899999999,Sim
C M C DO  BRASIL LTDA,Fumigador Apicola,250,JULIO ARCOVERDE,169,PI,Campo Alegre do Fidalgo,"ASSOCIACAO DOS AGRICULTORES, APICULTORES E PECUARISTAS DA LOCALIDADE SITIO DOS ABDIAS",Sim,Pago,Sim,Termo de Doacao,Sim,2025-11-04,Apicultura ,Maquinas e equipamentos,10,10,-8.382357,-41.83439899999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JULIO ARCOVERDE,390,PI,Alegrete do Piaui,"ASSOCIACAO DOS TRABALHADORES DE POCINHOS DE BAIXO, CATOLE E REGIAO DO MUNICIPIO DE ALEGRETE DO PIAUI",Sim,Pago,Sim,Termo de Cessao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,60,1,-7.2419639999999985,-40.85658699999999,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CIRO NOGUEIRA / JULIO ARCOVERDE,390,PI,Floriano,ASSOCIACAO  DE PEQUENOS PRODUTORES RURAIS DA COMUNIDADE BOM SUCESSO,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-6.771820999999999,-43.024136,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Campo Maior,"ASSOCIACAO DE MORADORES, PESCADORES ARTESANAIS E AGRICULTORES FAMILIARES DO REASSENTAMENTO CORREDORES E COMUNIDADES ADJACENTES",Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,76,1,-4.821697,-42.164124,Nao
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,JULIO ARCOVERDE,390,PI,Itainopolis,ASSOCIACAO COMUNITARIA RURAL DE CONFUSOES - ACRC,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,30,1,-7.443357,-41.468712999999994,Sim
PEIXOTO  INDUSTRIA E COMERCIO LTDA,Colmeia padrao internacional Langstroth,9299,CASTRO NETO,390,PI,Itainopolis,ASSOCIACAO COMUNITARIA RURAL DE CONFUSOES - ACRC,Sim,Pago,Sim,Termo de Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,50,1,-7.443357,-41.468712999999994,Nao
GERACAO COMERCIO E SERVICOS LTDA,Centrifuga Eletrica para Extracao de Mel 50/65 Quadros,20,CASTRO NETO,9000,PI,Pajeu do Piaui,PREFEITURA MUNICIPAL DE PAJEU DO PIAUI,Sim,Pago,Sim,Aguardando Doacao,Nao,item nao doado,Apicultura ,Maquinas e equipamentos,1,3,-7.855085,-42.82481,Nao
